id,season_no,house,action,success,detail
3378,129,Worts,Correspond,1,Cardinal
3379,129,Colby,Invest,1,
3380,129,Gillies,Cultivate influence,0,
3381,129,Lucas,Cultivate influence,0,
3382,129,Dawes,Consolidate (rest),1,
3383,129,Wallace 2,Invest,1,
3384,129,Turgeon,Cultivate influence,1,
3385,129,Gillies 2,Marriage alliance,0,
3386,129,Furlong,Propose compact,0,
3387,129,Beauvais,Propose compact,0,
3388,129,Smoke,Consolidate (rest),1,
3389,129,Benjamin 2,Cultivate influence,1,
3390,129,Chapais,Cultivate influence,0,
3391,129,Rouleau 2,Consolidate (rest),1,
3392,129,Dickson,Propose compact,0,
3393,129,Langelier 2,Invest,1,
3394,129,Stefaniuk 2,Dispute,0,Stefaniuk
3395,129,Uniacke,Propose compact,0,
3396,129,Jarvis,Correspond,0,
3397,129,Stefaniuk 3,Invest,1,
3398,129,Dyck,Expand,1,Foothills
3399,129,Cornwall 2,Invest,1,
3400,129,Shawanaga,Endow,1,
3401,129,Cogswell,Invest,1,
3402,129,Elliott 2,Invest,1,
3403,130,Elliott,Petition elevation,0,
3404,130,Wallace,Petition elevation,0,
3405,130,Stefaniuk,Expand,1,Portage—Lisgar
3406,130,Benjamin,Cede / swap,1,Turgeon
3407,130,Mercier,Endow,1,
3408,130,Bouchard,Consolidate (rest),1,
3409,130,Hays,Cultivate influence,1,
3410,130,McLellan,Correspond,1,Rouleau 2
3411,130,Cornwall,Expand,1,Delta
3412,130,Langelier,Invest,1,
3413,130,Meagher,Marriage alliance,0,
3414,130,Hoover,Cultivate influence,1,
3415,130,Rochon,Consolidate (rest),1,
3416,130,Patterson,Cultivate influence,0,
3417,130,Cameron,Invest,1,
3418,130,Bird,Invest,1,
3419,130,Cardinal,Cultivate influence,1,
3420,130,Rouleau,Invest,1,
3421,130,Hendrie,Consolidate (rest),1,
3422,130,Bhullar,Cultivate influence,1,
3423,130,Pegahmagabow,Invest,1,
3424,130,Byrne,Endow,1,
3425,130,Meagher 2,Expand,0,
3426,130,Marchand,Cultivate influence,1,
3427,130,Skye,Petition elevation,0,
3428,130,Proulx,Propose compact,1,Bird
3429,130,Worts,Petition elevation,0,
3430,130,Colby,Invest,1,
3431,130,Gillies,Expand,1,Scarborough Southwest
3432,130,Lucas,Name heir,1,
3433,130,Dawes,Correspond,0,
3434,130,Wallace 2,Expand,0,
3435,130,Turgeon,Cultivate influence,1,
3436,130,Gillies 2,Propose compact,1,Elliott
3437,130,Furlong,Reconcile,1,Hays
3438,130,Beauvais,Propose compact,0,
3439,130,Smoke,Consolidate (rest),1,
3440,130,Benjamin 2,Cultivate influence,1,
3441,130,Chapais,Cultivate influence,1,
3442,130,Rouleau 2,Cultivate influence,1,
3443,130,Dickson,Correspond,1,Jarvis
3444,130,Langelier 2,Correspond,1,Turgeon
3445,130,Stefaniuk 2,Dispute,1,Stefaniuk
3446,130,Uniacke,Endow,1,
3447,130,Jarvis,Invest,1,
3448,130,Stefaniuk 3,Endow,1,
3449,130,Dyck,Expand,1,Calgary Skyview
3450,130,Cornwall 2,Expand,0,
3451,130,Shawanaga,Correspond,1,Langelier
3452,130,Cogswell,Correspond,1,Meagher
3453,130,Elliott 2,Cultivate influence,1,
3454,131,Elliott,Marriage alliance,0,
3455,131,Wallace,Correspond,0,
3456,131,Stefaniuk,Dispute,0,Pegahmagabow
3457,131,Benjamin,Petition elevation,0,
3458,131,Mercier,Cultivate influence,1,
3459,131,Bouchard,Dispute,0,Benjamin 2
3460,131,Hays,Correspond,1,Patterson
3461,131,McLellan,Invest,1,
3462,131,Cornwall,Consolidate (rest),1,
3463,131,Langelier,Cultivate influence,1,
3464,131,Meagher,Marriage alliance,1,Cogswell
3465,131,Hoover,Name heir,1,
3466,131,Rochon,Invest,1,
3467,131,Patterson,Correspond,1,Hays
3468,131,Cameron,Petition elevation,0,
3469,131,Bird,Consolidate (rest),1,
3470,131,Cardinal,Cultivate influence,0,
3471,131,Rouleau,Expand,1,Mount Royal
3472,131,Hendrie,Reconcile,1,Skye
3473,131,Bhullar,Consolidate (rest),1,
3474,131,Pegahmagabow,Cultivate influence,1,
3475,131,Byrne,Consolidate (rest),1,
3476,131,Meagher 2,Cultivate influence,1,
3477,131,Marchand,Invest,1,
3478,131,Skye,Cultivate influence,1,
3479,131,Proulx,Correspond,1,Uniacke
3480,131,Worts,Invest,1,
3481,131,Colby,Cultivate influence,0,
3482,131,Gillies,Cultivate influence,1,
3483,131,Lucas,Cultivate influence,0,
3484,131,Dawes,Cultivate influence,1,
3485,131,Wallace 2,Correspond,1,Benjamin 2
3486,131,Turgeon,Petition elevation,0,
3487,131,Gillies 2,Cultivate influence,1,
3488,131,Furlong,Dispute,0,Rouleau
3489,131,Beauvais,Reconcile,0,
3490,131,Smoke,Endow,1,
3491,131,Benjamin 2,Cultivate influence,1,
3492,131,Chapais,Consolidate (rest),1,
3493,131,Rouleau 2,Correspond,0,
3494,131,Dickson,Consolidate (rest),1,
3495,131,Langelier 2,Consolidate (rest),1,
3496,131,Stefaniuk 2,Correspond,1,Bird
3497,131,Uniacke,Consolidate (rest),1,
3498,131,Jarvis,Expand,1,Toronto—St. Paul's
3499,131,Stefaniuk 3,Cultivate influence,1,
3500,131,Dyck,Cultivate influence,1,
3501,131,Cornwall 2,Propose compact,1,Stefaniuk 3
3502,131,Shawanaga,Invest,1,
3503,131,Cogswell,Cultivate influence,1,
3504,131,Elliott 2,Consolidate (rest),1,
3505,132,Elliott,Invest,1,
3506,132,Wallace,Invest,1,
3507,132,Stefaniuk,Consolidate (rest),1,
3508,132,Benjamin,Correspond,1,Colby
3509,132,Mercier,Invest,1,
3510,132,Bouchard,Petition elevation,0,
3511,132,Hays,Cultivate influence,0,
3512,132,McLellan,Invest,1,
3513,132,Cornwall,Cultivate influence,1,
3514,132,Langelier,Petition elevation,0,
3515,132,Meagher,Invest,1,
3516,132,Hoover,Cultivate influence,1,
3517,132,Rochon,Cultivate influence,1,
3518,132,Patterson,Cultivate influence,0,
3519,132,Cameron,Correspond,0,
3520,132,Bird,Correspond,1,Stefaniuk 2
3521,132,Cardinal,Petition elevation,0,
3522,132,Rouleau,Dispute,1,Furlong
3523,132,Hendrie,Invest,1,
3524,132,Bhullar,Correspond,0,
3525,132,Pegahmagabow,Consolidate (rest),1,
3526,132,Byrne,Cultivate influence,1,
3527,132,Meagher 2,Cultivate influence,1,
3528,132,Marchand,Name heir,1,
3529,132,Skye,Invest,1,
3530,132,Proulx,Petition elevation,0,
3531,132,Worts,Consolidate (rest),1,
3532,132,Colby,Name heir,1,
3533,132,Gillies,Invest,1,
3534,132,Lucas,Cultivate influence,0,
3535,132,Dawes,Propose compact,0,
3536,132,Wallace 2,Endow,1,
3537,132,Turgeon,Cultivate influence,1,
3538,132,Gillies 2,Invest,1,
3539,132,Furlong,Correspond,1,Shawanaga
3540,132,Beauvais,Invest,1,
3541,132,Smoke,Invest,1,
3542,132,Benjamin 2,Invest,1,
3543,132,Chapais,Cultivate influence,1,
3544,132,Rouleau 2,Consolidate (rest),1,
3545,132,Dickson,Correspond,1,Mercier
3546,132,Langelier 2,Endow,1,
3547,132,Stefaniuk 2,Dispute,0,Stefaniuk 3
3548,132,Uniacke,Propose compact,0,
3549,132,Jarvis,Cultivate influence,1,
3550,132,Stefaniuk 3,Consolidate (rest),1,
3551,132,Dyck,Invest,1,
3552,132,Cornwall 2,Expand,0,
3553,132,Shawanaga,Invest,1,
3554,132,Cogswell,Cultivate influence,1,
3555,132,Elliott 2,Cultivate influence,1,
3556,133,Elliott,Invest,1,
3557,133,Wallace,Name heir,1,
3558,133,Stefaniuk,Correspond,0,
3559,133,Benjamin,Cultivate influence,1,
3560,133,Mercier,Cultivate influence,0,
3561,133,Bouchard,Invest,1,
3562,133,Hays,Name heir,1,
3563,133,McLellan,Correspond,0,
3564,133,Cornwall,Correspond,1,Dyck
3565,133,Langelier,Correspond,0,
3566,133,Meagher,Invest,1,
3567,133,Hoover,Correspond,1,Gillies 2
3568,133,Rochon,Cultivate influence,1,
3569,133,Patterson,Consolidate (rest),1,
3570,133,Cameron,Name heir,1,
3571,133,Bird,Reconcile,0,
3572,133,Cardinal,Cultivate influence,1,
3573,133,Rouleau,Cultivate influence,1,
3574,133,Hendrie,Cultivate influence,0,
3575,133,Bhullar,Consolidate (rest),1,
3576,133,Pegahmagabow,Petition elevation,1,
3577,133,Byrne,Consolidate (rest),1,
3578,133,Meagher 2,Cultivate influence,0,
3579,133,Marchand,Invest,1,
3580,133,Skye,Correspond,0,
3581,133,Proulx,Invest,1,
3582,133,Worts,Invest,1,
3583,133,Colby,Cultivate influence,0,
3584,133,Gillies,Petition elevation,0,
3585,133,Lucas,Correspond,1,Gillies 2
3586,133,Dawes,Propose compact,0,
3587,133,Wallace 2,Correspond,1,Benjamin 2
3588,133,Turgeon,Cultivate influence,1,
3589,133,Gillies 2,Cultivate influence,1,
3590,133,Furlong,Cultivate influence,0,
3591,133,Beauvais,Propose compact,1,Cardinal
3592,133,Smoke,Correspond,0,
3593,133,Benjamin 2,Propose compact,0,
3594,133,Chapais,Propose compact,0,
3595,133,Rouleau 2,Cultivate influence,1,
3596,133,Dickson,Cultivate influence,1,
3597,133,Langelier 2,Cultivate influence,1,
3598,133,Stefaniuk 2,Dispute,0,Stefaniuk 3
3599,133,Uniacke,Correspond,1,Proulx
3600,133,Jarvis,Cultivate influence,0,
3601,133,Stefaniuk 3,Invest,1,
3602,133,Dyck,Cultivate influence,1,
3603,133,Cornwall 2,Correspond,1,Cornwall
3604,133,Shawanaga,Correspond,1,Furlong
3605,133,Cogswell,Cultivate influence,1,
3606,133,Elliott 2,Correspond,1,Colby
3607,134,Elliott,Invest,1,
3608,134,Wallace,Correspond,1,Bird
3609,134,Stefaniuk,Invest,1,
3610,134,Benjamin,Reconcile,1,Langelier
3611,134,Mercier,Dispute,1,Benjamin 2
3612,134,Bouchard,Correspond,1,Dickson
3613,134,Hays,Consolidate (rest),1,
3614,134,McLellan,Expand,0,
3615,134,Cornwall,Correspond,0,
3616,134,Langelier,Cultivate influence,1,
3617,134,Meagher,Cultivate influence,1,
3618,134,Hoover,Correspond,1,Langelier 2
3619,134,Rochon,Propose compact,1,Cardinal
3620,134,Patterson,Cultivate influence,1,
3621,134,Cameron,Marriage alliance,1,Lucas
3622,134,Bird,Cultivate influence,1,
3623,134,Cardinal,Cultivate influence,1,
3624,134,Rouleau,Propose compact,0,
3625,134,Hendrie,Consolidate (rest),1,
3626,134,Bhullar,Correspond,1,Stefaniuk 3
3627,134,Pegahmagabow,Invest,1,
3628,134,Byrne,Cultivate influence,1,
3629,134,Meagher 2,Propose compact,0,
3630,134,Marchand,Consolidate (rest),1,
3631,134,Skye,Consolidate (rest),1,
3632,134,Proulx,Cultivate influence,1,
3633,134,Worts,Petition elevation,0,
3634,134,Colby,Correspond,1,Elliott 2
3635,134,Gillies,Petition elevation,1,
3636,134,Lucas,Correspond,1,Gillies 2
3637,134,Dawes,Cultivate influence,1,
3638,134,Wallace 2,Consolidate (rest),1,
3639,134,Turgeon,Correspond,1,Marchand
3640,134,Gillies 2,Consolidate (rest),1,
3641,134,Furlong,Consolidate (rest),1,
3642,134,Beauvais,Invest,1,
3643,134,Smoke,Reconcile,1,Meagher
3644,134,Benjamin 2,Reconcile,0,
3645,134,Chapais,Propose compact,0,
3646,134,Rouleau 2,Cultivate influence,1,
3647,134,Dickson,Cultivate influence,1,
3648,134,Langelier 2,Correspond,1,Hoover
3649,134,Stefaniuk 2,Dispute,0,Stefaniuk 3
3650,134,Uniacke,Dispute,0,Gillies 2
3651,134,Jarvis,Invest,1,
3652,134,Stefaniuk 3,Cultivate influence,1,
3653,134,Dyck,Invest,1,
3654,134,Cornwall 2,Consolidate (rest),1,
3655,134,Shawanaga,Endow,1,
3656,134,Cogswell,Invest,1,
3657,134,Elliott 2,Correspond,1,Bouchard
3658,135,Elliott,Marriage alliance,1,Gillies 2
3659,135,Wallace,Correspond,1,Marchand
3660,135,Stefaniuk,Invest,1,
3661,135,Benjamin,Cultivate influence,0,
3662,135,Mercier,Cultivate influence,1,
3663,135,Bouchard,Consolidate (rest),1,
3664,135,Hays,Marriage alliance,1,Hoover
3665,135,McLellan,Correspond,1,Furlong
3666,135,Cornwall,Invest,1,
3667,135,Langelier,Consolidate (rest),1,
3668,135,Meagher,Cultivate influence,1,
3669,135,Hoover,Cultivate influence,1,
3670,135,Rochon,Correspond,1,Lucas
3671,135,Patterson,Invest,1,
3672,135,Cameron,Correspond,1,Marchand
3673,135,Bird,Consolidate (rest),1,
3674,135,Cardinal,Invest,1,
3675,135,Rouleau,Consolidate (rest),1,
3676,135,Hendrie,Invest,1,
3677,135,Bhullar,Petition elevation,0,
3678,135,Pegahmagabow,Name heir,1,
3679,135,Byrne,Consolidate (rest),1,
3680,135,Meagher 2,Cultivate influence,0,
3681,135,Marchand,Cultivate influence,0,
3682,135,Skye,Dispute,1,Uniacke
3683,135,Proulx,Correspond,1,Wallace 2
3684,135,Worts,Consolidate (rest),1,
3685,135,Colby,Cultivate influence,1,
3686,135,Gillies,Cultivate influence,1,
3687,135,Lucas,Cultivate influence,1,
3688,135,Dawes,Cultivate influence,1,
3689,135,Wallace 2,Invest,1,
3690,135,Turgeon,Petition elevation,0,
3691,135,Gillies 2,Petition elevation,1,
3692,135,Furlong,Cultivate influence,1,
3693,135,Beauvais,Consolidate (rest),1,
3694,135,Smoke,Name heir,1,
3695,135,Benjamin 2,Invest,1,
3696,135,Chapais,Invest,1,
3697,135,Rouleau 2,Invest,1,
3698,135,Dickson,Invest,1,
3699,135,Langelier 2,Correspond,1,Cameron
3700,135,Stefaniuk 2,Invest,1,
3701,135,Uniacke,Cede / swap,1,Cameron
3702,135,Jarvis,Cultivate influence,0,
3703,135,Stefaniuk 3,Cede / swap,1,Stefaniuk 2
3704,135,Dyck,Invest,1,
3705,135,Cornwall 2,Correspond,1,Bhullar
3706,135,Shawanaga,Cultivate influence,1,
3707,135,Cogswell,Correspond,1,Byrne
3708,135,Elliott 2,Cultivate influence,1,
3709,136,Elliott,Endow,1,
3710,136,Wallace,Petition elevation,0,
3711,136,Stefaniuk,Consolidate (rest),1,
3712,136,Benjamin,Invest,1,
3713,136,Mercier,Consolidate (rest),1,
3714,136,Bouchard,Dispute,0,Dickson
3715,136,Hays,Cultivate influence,1,
3716,136,McLellan,Correspond,1,Furlong
3717,136,Cornwall,Invest,1,
3718,136,Langelier,Correspond,1,Beauvais
3719,136,Meagher,Correspond,1,Langelier
3720,136,Hoover,Propose compact,0,
3721,136,Rochon,Correspond,1,Lucas
3722,136,Patterson,Petition elevation,0,
3723,136,Cameron,Consolidate (rest),1,
3724,136,Bird,Cultivate influence,0,
3725,136,Cardinal,Cultivate influence,1,
3726,136,Rouleau,Petition elevation,1,
3727,136,Hendrie,Invest,1,
3728,136,Bhullar,Expand,0,
3729,136,Pegahmagabow,Cultivate influence,1,
3730,136,Byrne,Invest,1,
3731,136,Meagher 2,Correspond,1,Jarvis
3732,136,Marchand,Propose compact,0,
3733,136,Skye,Cultivate influence,0,
3734,136,Proulx,Invest,1,
3735,136,Worts,Invest,1,
3736,136,Colby,Dispute,1,Benjamin
3737,136,Gillies,Correspond,1,Shawanaga
3738,136,Lucas,Correspond,0,
3739,136,Dawes,Propose compact,0,
3740,136,Wallace 2,Invest,1,
3741,136,Turgeon,Invest,1,
3742,136,Gillies 2,Invest,1,
3743,136,Furlong,Name heir,1,
3744,136,Beauvais,Consolidate (rest),1,
3745,136,Smoke,Marriage alliance,1,Wallace
3746,136,Benjamin 2,Petition elevation,1,
3747,136,Chapais,Invest,1,
3748,136,Rouleau 2,Cede / swap,1,Beauvais
3749,136,Dickson,Cultivate influence,1,
3750,136,Langelier 2,Cultivate influence,1,
3751,136,Stefaniuk 2,Correspond,1,Cornwall
3752,136,Uniacke,Invest,1,
3753,136,Jarvis,Propose compact,0,
3754,136,Stefaniuk 3,Cultivate influence,0,
3755,136,Dyck,Cultivate influence,1,
3756,136,Cornwall 2,Invest,1,
3757,136,Shawanaga,Cultivate influence,1,
3758,136,Cogswell,Cultivate influence,1,
3759,136,Elliott 2,Consolidate (rest),1,
3760,136,Murray,Name heir,1,
3761,137,Elliott,Cultivate influence,0,
3762,137,Wallace,Invest,1,
3763,137,Stefaniuk,Correspond,1,Smoke
3764,137,Benjamin,Propose compact,0,
3765,137,Mercier,Correspond,1,Dickson
3766,137,Bouchard,Invest,1,
3767,137,Hays,Propose compact,1,Patterson
3768,137,McLellan,Correspond,0,
3769,137,Cornwall,Cultivate influence,1,
3770,137,Langelier,Petition elevation,0,
3771,137,Meagher,Consolidate (rest),1,
3772,137,Hoover,Petition elevation,0,
3773,137,Rochon,Cultivate influence,0,
3774,137,Patterson,Petition elevation,1,
3775,137,Cameron,Cultivate influence,0,
3776,137,Bird,Endow,1,
3777,137,Cardinal,Invest,1,
3778,137,Rouleau,Cultivate influence,0,
3779,137,Hendrie,Endow,1,
3780,137,Bhullar,Consolidate (rest),1,
3781,137,Pegahmagabow,Propose compact,1,Turgeon
3782,137,Byrne,Name heir,1,
3783,137,Meagher 2,Propose compact,0,
3784,137,Marchand,Dispute,0,Turgeon
3785,137,Skye,Petition elevation,1,
3786,137,Proulx,Cultivate influence,1,
3787,137,Worts,Cultivate influence,1,
3788,137,Colby,Cultivate influence,0,
3789,137,Gillies,Cultivate influence,1,
3790,137,Lucas,Propose compact,0,
3791,137,Dawes,Invest,1,
3792,137,Wallace 2,Expand,1,Hamilton Mountain
3793,137,Turgeon,Reconcile,1,Benjamin 2
3794,137,Gillies 2,Consolidate (rest),1,
3795,137,Furlong,Marriage alliance,0,
3796,137,Beauvais,Propose compact,1,Langelier
3797,137,Smoke,Cultivate influence,1,
3798,137,Benjamin 2,Consolidate (rest),1,
3799,137,Chapais,Cultivate influence,1,
3800,137,Rouleau 2,Cultivate influence,1,
3801,137,Dickson,Name heir,1,
3802,137,Langelier 2,Consolidate (rest),1,
3803,137,Stefaniuk 2,Invest,1,
3804,137,Uniacke,Dispute,1,Gillies 2
3805,137,Jarvis,Cultivate influence,1,
3806,137,Stefaniuk 3,Consolidate (rest),1,
3807,137,Dyck,Cultivate influence,1,
3808,137,Cornwall 2,Correspond,0,
3809,137,Shawanaga,Marriage alliance,1,Furlong
3810,137,Cogswell,Consolidate (rest),1,
3811,137,Elliott 2,Cultivate influence,1,
3812,137,Murray,Consolidate (rest),1,
3813,138,Elliott,Correspond,1,Bouchard
3814,138,Wallace,Invest,1,
3815,138,Stefaniuk,Dispute,1,Pegahmagabow
3816,138,Benjamin,Petition elevation,1,
3817,138,Mercier,Propose compact,0,
3818,138,Bouchard,Petition elevation,0,
3819,138,Hays,Correspond,0,
3820,138,McLellan,Invest,1,
3821,138,Cornwall,Correspond,1,Dyck
3822,138,Langelier,Expand,0,
3823,138,Meagher,Correspond,0,
3824,138,Hoover,Propose compact,0,
3825,138,Rochon,Correspond,1,Uniacke
3826,138,Patterson,Cultivate influence,1,
3827,138,Cameron,Correspond,0,
3828,138,Bird,Reconcile,1,Stefaniuk
3829,138,Cardinal,Invest,1,
3830,138,Rouleau,Correspond,1,Wallace
3831,138,Hendrie,Petition elevation,0,
3832,138,Bhullar,Invest,1,
3833,138,Pegahmagabow,Cultivate influence,1,
3834,138,Byrne,Marriage alliance,1,Marchand
3835,138,Meagher 2,Invest,1,
3836,138,Marchand,Dispute,1,Turgeon
3837,138,Skye,Correspond,1,Jarvis
3838,138,Proulx,Correspond,1,Wallace 2
3839,138,Worts,Cultivate influence,0,
3840,138,Colby,Propose compact,0,
3841,138,Gillies,Cultivate influence,1,
3842,138,Lucas,Cultivate influence,1,
3843,138,Dawes,Dispute,1,Rouleau 2
3844,138,Wallace 2,Expand,0,
3845,138,Turgeon,Propose compact,0,
3846,138,Gillies 2,Cultivate influence,1,
3847,138,Furlong,Invest,1,
3848,138,Beauvais,Propose compact,0,
3849,138,Smoke,Correspond,1,Stefaniuk
3850,138,Benjamin 2,Dispute,0,Bouchard
3851,138,Chapais,Cultivate influence,1,
3852,138,Rouleau 2,Dispute,1,Chapais
3853,138,Dickson,Invest,1,
3854,138,Langelier 2,Invest,1,
3855,138,Stefaniuk 2,Expand,0,
3856,138,Uniacke,Cultivate influence,1,
3857,138,Jarvis,Propose compact,0,
3858,138,Stefaniuk 3,Consolidate (rest),1,
3859,138,Dyck,Invest,1,
3860,138,Cornwall 2,Consolidate (rest),1,
3861,138,Shawanaga,Invest,1,
3862,138,Cogswell,Cultivate influence,1,
3863,138,Elliott 2,Cultivate influence,1,
3864,138,Murray,Cultivate influence,1,
3865,139,Elliott,Cultivate influence,1,
3866,139,Wallace,Expand,1,Elgin—St. Thomas—London South
3867,139,Stefaniuk,Dispute,0,Cardinal
3868,139,Benjamin,Correspond,0,
3869,139,Mercier,Propose compact,1,Hoover
3870,139,Bouchard,Dispute,0,Benjamin 2
3871,139,Hays,Correspond,1,Cardinal
3872,139,McLellan,Correspond,1,Beauvais
3873,139,Cornwall,Propose compact,0,
3874,139,Langelier,Correspond,1,Shawanaga
3875,139,Meagher,Invest,1,
3876,139,Hoover,Correspond,1,Benjamin 2
3877,139,Rochon,Cultivate influence,1,
3878,139,Patterson,Correspond,1,Murray
3879,139,Cameron,Cultivate influence,1,
3880,139,Bird,Name heir,1,
3881,139,Cardinal,Cultivate influence,0,
3882,139,Rouleau,Name heir,1,
3883,139,Hendrie,Propose compact,0,
3884,139,Bhullar,Dispute,1,Langelier
3885,139,Pegahmagabow,Correspond,0,
3886,139,Byrne,Invest,1,
3887,139,Meagher 2,Invest,1,
3888,139,Marchand,Correspond,0,
3889,139,Skye,Consolidate (rest),1,
3890,139,Proulx,Invest,1,
3891,139,Worts,Cultivate influence,0,
3892,139,Colby,Consolidate (rest),1,
3893,139,Gillies,Invest,1,
3894,139,Lucas,Cultivate influence,1,
3895,139,Dawes,Reconcile,1,Beauvais
3896,139,Wallace 2,Cultivate influence,1,
3897,139,Turgeon,Petition elevation,0,
3898,139,Gillies 2,Cede / swap,1,Cameron
3899,139,Furlong,Dispute,1,Beauvais
3900,139,Beauvais,Cede / swap,1,Rouleau
3901,139,Smoke,Correspond,1,Marchand
3902,139,Benjamin 2,Cultivate influence,1,
3903,139,Chapais,Cultivate influence,1,
3904,139,Rouleau 2,Cultivate influence,0,
3905,139,Dickson,Correspond,1,Turgeon
3906,139,Langelier 2,Cultivate influence,1,
3907,139,Stefaniuk 2,Expand,1,Saskatoon South
3908,139,Uniacke,Invest,1,
3909,139,Jarvis,Invest,1,
3910,139,Stefaniuk 3,Invest,1,
3911,139,Dyck,Correspond,1,Stefaniuk
3912,139,Cornwall 2,Endow,1,
3913,139,Shawanaga,Consolidate (rest),1,
3914,139,Cogswell,Invest,1,
3915,139,Elliott 2,Cultivate influence,0,
3916,139,Murray,Correspond,1,Patterson
3917,140,Elliott,Cultivate influence,0,
3918,140,Wallace,Expand,1,London West
3919,140,Stefaniuk,Cultivate influence,1,
3920,140,Benjamin,Invest,1,
3921,140,Mercier,Cultivate influence,1,
3922,140,Bouchard,Invest,1,
3923,140,Hays,Correspond,1,Elliott 2
3924,140,McLellan,Cultivate influence,1,
3925,140,Cornwall,Consolidate (rest),1,
3926,140,Langelier,Correspond,1,Wallace
3927,140,Meagher,Cultivate influence,0,
3928,140,Hoover,Invest,1,
3929,140,Rochon,Invest,1,
3930,140,Patterson,Consolidate (rest),1,
3931,140,Cameron,Correspond,1,Langelier 2
3932,140,Bird,Propose compact,0,
3933,140,Cardinal,Dispute,1,Bird
3934,140,Rouleau,Invest,1,
3935,140,Hendrie,Correspond,0,
3936,140,Bhullar,Expand,0,
3937,140,Pegahmagabow,Propose compact,1,Meagher
3938,140,Byrne,Cultivate influence,1,
3939,140,Meagher 2,Invest,1,
3940,140,Marchand,Correspond,1,Smoke
3941,140,Skye,Name heir,1,
3942,140,Proulx,Cultivate influence,0,
3943,140,Worts,Correspond,1,Furlong
3944,140,Colby,Invest,1,
3945,140,Gillies,Correspond,1,Shawanaga
3946,140,Lucas,Endow,1,
3947,140,Dawes,Expand,1,Sherbrooke
3948,140,Wallace 2,Invest,1,
3949,140,Turgeon,Dispute,0,Rouleau
3950,140,Gillies 2,Petition elevation,0,
3951,140,Furlong,Purchase riding,1,Laurier—Sainte-Marie
3952,140,Beauvais,Cultivate influence,1,
3953,140,Smoke,Consolidate (rest),1,
3954,140,Benjamin 2,Dispute,1,Bouchard
3955,140,Chapais,Invest,1,
3956,140,Rouleau 2,Invest,1,
3957,140,Dickson,Cultivate influence,1,
3958,140,Langelier 2,Cultivate influence,1,
3959,140,Stefaniuk 2,Correspond,1,Cornwall
3960,140,Uniacke,Purchase riding,1,Hastings—Lennox and Addington—Tyendinaga
3961,140,Jarvis,Invest,1,
3962,140,Stefaniuk 3,Propose compact,0,
3963,140,Dyck,Cultivate influence,1,
3964,140,Cornwall 2,Cultivate influence,1,
3965,140,Shawanaga,Cultivate influence,1,
3966,140,Cogswell,Cultivate influence,0,
3967,140,Elliott 2,Cultivate influence,1,
3968,140,Murray,Correspond,0,
3969,141,Elliott,Correspond,1,Stefaniuk 2
3970,141,Wallace,Consolidate (rest),1,
3971,141,Stefaniuk,Cultivate influence,1,
3972,141,Benjamin,Invest,1,
3973,141,Mercier,Dispute,0,Chapais
3974,141,Bouchard,Reconcile,0,
3975,141,Hays,Cultivate influence,1,
3976,141,McLellan,Cultivate influence,1,
3977,141,Cornwall,Petition elevation,0,
3978,141,Langelier,Petition elevation,0,
3979,141,Meagher,Cultivate influence,1,
3980,141,Hoover,Correspond,1,Benjamin 2
3981,141,Rochon,Cede / swap,0,
3982,141,Patterson,Invest,1,
3983,141,Cameron,Consolidate (rest),1,
3984,141,Bird,Cultivate influence,0,
3985,141,Cardinal,Cede / swap,1,Stefaniuk
3986,141,Rouleau,Correspond,0,
3987,141,Hendrie,Petition elevation,0,
3988,141,Bhullar,Expand,0,
3989,141,Pegahmagabow,Petition elevation,0,
3990,141,Byrne,Cultivate influence,1,
3991,141,Meagher 2,Cultivate influence,1,
3992,141,Marchand,Correspond,1,Cameron
3993,141,Skye,Cultivate influence,1,
3994,141,Proulx,Cultivate influence,0,
3995,141,Worts,Invest,1,
3996,141,Colby,Endow,1,
3997,141,Gillies,Cede / swap,1,Rochon
3998,141,Lucas,Correspond,0,
3999,141,Dawes,Invest,1,
4000,141,Wallace 2,Propose compact,1,Proulx
4001,141,Turgeon,Name heir,1,
4002,141,Gillies 2,Correspond,1,Stefaniuk 2
4003,141,Furlong,Cultivate influence,1,
4004,141,Beauvais,Cultivate influence,1,
4005,141,Smoke,Consolidate (rest),1,
4006,141,Benjamin 2,Dispute,0,Beauvais
4007,141,Chapais,Propose compact,0,
4008,141,Rouleau 2,Cede / swap,0,
4009,141,Dickson,Correspond,1,Turgeon
4010,141,Langelier 2,Cultivate influence,0,
4011,141,Stefaniuk 2,Cultivate influence,1,
4012,141,Uniacke,Propose compact,1,Meagher
4013,141,Jarvis,Cultivate influence,0,
4014,141,Stefaniuk 3,Cultivate influence,0,
4015,141,Dyck,Propose compact,1,Cornwall
4016,141,Cornwall 2,Cultivate influence,0,
4017,141,Shawanaga,Correspond,1,Rouleau
4018,141,Cogswell,Invest,1,
4019,141,Elliott 2,Name heir,1,
4020,141,Murray,Cultivate influence,1,
4021,142,Elliott,Propose compact,0,
4022,142,Wallace,Consolidate (rest),1,
4023,142,Stefaniuk,Dispute,0,Stefaniuk 2
4024,142,Benjamin,Name heir,1,
4025,142,Mercier,Correspond,1,Pegahmagabow
4026,142,Bouchard,Cede / swap,1,Dickson
4027,142,Hays,Correspond,1,Elliott 2
4028,142,McLellan,Correspond,0,
