id,turn_id,kind,era_cohort,title,narrative,mechanical_delta,source,created_at
519,,societal,confederation,British Columbia Joins; Treaty 1 Signed,Season 57 · Baron Cousineau de Wiarton meets British Columbia Joins; Treaty 1 Signed and resists.,"{""season"": 57, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1871, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
520,,societal,confederation,Confederation Extension (Manitoba Act),Season 57 · Baron Pegahmagabow of Wawa meets Confederation Extension (Manitoba Act) and exploits.,"{""season"": 57, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
521,,relational,confederation,Baron Pegahmagabow of Wawa corresponds with Baron Rouleau de LaSalle,Season 57 · Baron Pegahmagabow of Wawa opens a correspondence with Baron Rouleau de LaSalle.,"{""season"": 57, ""marker"": ""+""}",engine,2026-09-08 13:29:24
522,,other,confederation,Baron Byrne of Cooksville names an heir,Season 57 · Baron Byrne of Cooksville names Norah Byrne heir.,"{""season"": 57, ""heir_age"": 32, ""role"": ""heir""}",engine,2026-09-08 13:29:24
523,,founding,confederation,Baron Meagher of Windsor founded,"Season 57 · Baron Meagher of Windsor is created, seated at Windsor—Tecumseh—Lakeshore.","{""season"": 57, ""stats"": {""capital"": 48, ""influence"": 38, ""cohesion"": 79, ""ambition"": 10}, ""community"": ""Irish Catholic"", ""tag"": ""Outside""}",engine,2026-09-08 13:29:24
524,,relational,dominion,Viscount Benjamin of Bellechasse and Viscount Mercier de Rimouski fall out,Season 58 · Viscount Benjamin of Bellechasse and Viscount Mercier de Rimouski fall out over the patronage of a shared riding's offices.,"{""season"": 58, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the patronage of a shared riding's offices""}",engine,2026-09-08 13:29:24
525,,relational,confederation,Baron Elliott of Glengarry corresponds with Viscount Hays of Beloeil,Season 58 · Baron Elliott of Glengarry opens a correspondence with Viscount Hays of Beloeil.,"{""season"": 58, ""marker"": ""\u25c9+""}",engine,2026-09-08 13:29:24
526,,relational,dominion,Viscount Benjamin of Bellechasse corresponds with Baron Stefaniuk of Emerson,Season 58 · Viscount Benjamin of Bellechasse opens a correspondence with Baron Stefaniuk of Emerson.,"{""season"": 58, ""marker"": ""+""}",engine,2026-09-08 13:29:24
527,,relational,dominion,Viscount Mercier de Rimouski corresponds with Viscount Bouchard de Terrebonne,Season 58 · Viscount Mercier de Rimouski opens a correspondence with Viscount Bouchard de Terrebonne.,"{""season"": 58, ""marker"": ""+""}",engine,2026-09-08 13:29:24
528,,relational,confederation,Viscount Hays of Beloeil corresponds with Baron Bird of Winnipeg,Season 58 · Viscount Hays of Beloeil opens a correspondence with Baron Bird of Winnipeg.,"{""season"": 58, ""marker"": ""+""}",engine,2026-09-08 13:29:24
529,,other,confederation,Baron McLellan of Belfast names an heir,Season 58 · Baron McLellan of Belfast names Iain McLellan heir.,"{""season"": 58, ""heir_age"": 33, ""role"": ""heir""}",engine,2026-09-08 13:29:24
530,,expansion,confederation,Baron Langelier de Charlevoix takes Long Range Mountains,Season 58 · Baron Langelier de Charlevoix takes Long Range Mountains.,"{""season"": 58, ""riding"": ""Long Range Mountains"", ""roll"": 8}",engine,2026-09-08 13:29:24
531,,societal,confederation,Laurier Elected,Season 58 · Baron Hoover of Simcoe meets Laurier Elected and resists.,"{""season"": 58, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1896, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:24
532,,societal,confederation,Indian Act,Season 58 · Earl Forbes of Preston meets Indian Act and exploits.,"{""season"": 58, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1876, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
533,,relational,confederation,Baron Patterson of Kennebecasis corresponds with Baron Rouleau de LaSalle,Season 58 · Baron Patterson of Kennebecasis opens a correspondence with Baron Rouleau de LaSalle.,"{""season"": 58, ""marker"": ""+""}",engine,2026-09-08 13:29:24
534,,societal,confederation,National Policy,Season 58 · Baron Rouleau de LaSalle meets National Policy and resists.,"{""season"": 58, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
535,,societal,confederation,Indian Act,Season 58 · Viscount Hendrie of Brampton meets Indian Act and resists.,"{""season"": 58, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1876, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
536,,societal,confederation,Pacific Scandal,Season 58 · Viscount Bhullar of Nanaimo meets Pacific Scandal and exploits.,"{""season"": 58, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1873, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:24
537,,expansion,confederation,Viscount Bhullar of Nanaimo takes Courtenay—Alberni,Season 58 · Viscount Bhullar of Nanaimo takes Courtenay—Alberni.,"{""season"": 58, ""riding"": ""Courtenay\u2014Alberni"", ""roll"": 8}",engine,2026-09-08 13:29:24
538,,societal,confederation,British Columbia Joins; Treaty 1 Signed,Season 58 · Baron Pegahmagabow of Wawa meets British Columbia Joins; Treaty 1 Signed and exploits.,"{""season"": 58, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1871, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
539,,societal,confederation,Red River Resistance,Season 58 · Baron Byrne of Cooksville meets Red River Resistance and resists.,"{""season"": 58, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
540,,relational,confederation,Baron Meagher of Windsor corresponds with Baron Langelier de Charlevoix,Season 58 · Baron Meagher of Windsor opens a correspondence with Baron Langelier de Charlevoix.,"{""season"": 58, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
541,,founding,confederation,Viscount Marchand de Lac-Saint-Louis founded,"Season 58 · Viscount Marchand de Lac-Saint-Louis is created, seated at Lac-Saint-Louis.","{""season"": 58, ""stats"": {""capital"": 52, ""influence"": 42, ""cohesion"": 62, ""ambition"": 4}, ""community"": ""Canadien Catholic"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:24
542,,other,confederation,Baron Elliott of Glengarry names an heir,Season 59 · Baron Elliott of Glengarry names Maureen Elliott heir.,"{""season"": 59, ""heir_age"": 18, ""role"": ""heir""}",engine,2026-09-08 13:29:24
543,,relational,confederation,Viscount Bouchard de Terrebonne and Viscount Hays of Beloeil form a compact,Season 59 · Viscount Bouchard de Terrebonne and Viscount Hays of Beloeil enter into a compact.,"{""season"": 59, ""marker"": ""\u25c9+""}",engine,2026-09-08 13:29:24
544,,societal,confederation,Chinese Immigration Act,Season 59 · Baron Cornwall of Steveston meets Chinese Immigration Act and stands aside.,"{""season"": 59, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1885, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
545,,relational,confederation,Baron Langelier de Charlevoix corresponds with Baron Meagher of Windsor,Season 59 · Baron Langelier de Charlevoix opens a correspondence with Baron Meagher of Windsor.,"{""season"": 59, ""marker"": ""+""}",engine,2026-09-08 13:29:24
546,,societal,confederation,Diamond Jubilee,Season 59 · Baron Hoover of Simcoe meets Diamond Jubilee and resists.,"{""season"": 59, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1897, ""magnitude"": ""Minor"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
547,,relational,confederation,Earl Forbes of Preston corresponds with Viscount Bouchard de Terrebonne,Season 59 · Earl Forbes of Preston opens a correspondence with Viscount Bouchard de Terrebonne.,"{""season"": 59, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
548,,societal,confederation,Manitoba Schools Question,Season 59 · Baron Rochon de Rosedale meets Manitoba Schools Question and resists.,"{""season"": 59, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1890, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
549,,societal,confederation,Manitoba Schools Question,Season 59 · Viscount Cameron of Cornwall meets Manitoba Schools Question and stands aside.,"{""season"": 59, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1890, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
550,,relational,confederation,Viscount Cameron of Cornwall corresponds with Baron Meagher of Windsor,Season 59 · Viscount Cameron of Cornwall opens a correspondence with Baron Meagher of Windsor.,"{""season"": 59, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
551,,expansion,dominion,Baron Bird of Winnipeg takes Kildonan—St. Paul,Season 59 · Baron Bird of Winnipeg takes Kildonan—St. Paul.,"{""season"": 59, ""riding"": ""Kildonan\u2014St. Paul"", ""roll"": 8}",engine,2026-09-08 13:29:24
552,,relational,confederation,Viscount Hendrie of Brampton corresponds with Viscount Meagher of Chatham,Season 59 · Viscount Hendrie of Brampton opens a correspondence with Viscount Meagher of Chatham.,"{""season"": 59, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
553,,societal,confederation,Long Depression Reaches Canada,Season 59 · Viscount Bhullar of Nanaimo meets Long Depression Reaches Canada and exploits.,"{""season"": 59, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1874, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
554,,societal,confederation,Pacific Scandal,Season 59 · Baron Cousineau de Wiarton meets Pacific Scandal and exploits.,"{""season"": 59, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1873, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:24
555,,relational,confederation,Baron Pegahmagabow of Wawa corresponds with Baron Rochon de Rosedale,Season 59 · Baron Pegahmagabow of Wawa opens a correspondence with Baron Rochon de Rosedale.,"{""season"": 59, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
556,,societal,confederation,Confederation Extension (Manitoba Act),Season 59 · Baron Byrne of Cooksville meets Confederation Extension (Manitoba Act) and leads.,"{""season"": 59, ""response"": ""Lead"", ""roll"": 7, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
557,,relational,confederation,Baron Byrne of Cooksville corresponds with Baron Rouleau de LaSalle,Season 59 · Baron Byrne of Cooksville opens a correspondence with Baron Rouleau de LaSalle.,"{""season"": 59, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
558,,societal,confederation,Red River Resistance,Season 59 · Baron Meagher of Windsor meets Red River Resistance and resists.,"{""season"": 59, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
559,,relational,confederation,Baron Elliott of Glengarry and Baron Langelier de Charlevoix form a compact,Season 60 · Baron Elliott of Glengarry and Baron Langelier de Charlevoix enter into a compact.,"{""season"": 60, ""marker"": ""\u25c9+""}",engine,2026-09-08 13:29:24
560,,societal,dominion,Naval Service Act,Season 60 · Viscount Benjamin of Bellechasse meets Naval Service Act and resists.,"{""season"": 60, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1910, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
561,,relational,confederation,Viscount Hays of Beloeil and Baron McLellan of Belfast are joined by marriage,"Season 60 · Rosa Hays marries Iain McLellan, binding Viscount Hays of Beloeil to Baron McLellan of Belfast.","{""season"": 60, ""marker"": ""kin""}",engine,2026-09-08 13:29:24
562,,relational,confederation,Baron Langelier de Charlevoix corresponds with Baron Patterson of Kennebecasis,Season 60 · Baron Langelier de Charlevoix opens a correspondence with Baron Patterson of Kennebecasis.,"{""season"": 60, ""marker"": ""+""}",engine,2026-09-08 13:29:24
563,,societal,confederation,National Policy,Season 60 · Earl Forbes of Preston meets National Policy and exploits.,"{""season"": 60, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
564,,societal,confederation,Death of Sir John A. Macdonald,Season 60 · Baron Rochon de Rosedale meets Death of Sir John A. Macdonald and exploits.,"{""season"": 60, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1891, ""magnitude"": ""Minor"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
565,,expansion,confederation,Baron Rochon de Rosedale takes Scarborough Centre—Don Valley East,Season 60 · Baron Rochon de Rosedale takes Scarborough Centre—Don Valley East.,"{""season"": 60, ""riding"": ""Scarborough Centre\u2014Don Valley East"", ""roll"": 8}",engine,2026-09-08 13:29:25
566,,relational,confederation,Baron Patterson of Kennebecasis gives offence to Baron Hoover of Simcoe,Season 60 · a letter from Baron Patterson of Kennebecasis gives offence to Baron Hoover of Simcoe.,"{""season"": 60, ""marker"": ""Sig\u2212"", ""cause"": ""correspondence""}",engine,2026-09-08 13:29:25
567,,societal,confederation,Death of Sir John A. Macdonald,Season 60 · Viscount Cameron of Cornwall meets Death of Sir John A. Macdonald and leads.,"{""season"": 60, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1891, ""magnitude"": ""Minor"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:25
568,,societal,confederation,Canadian Pacific Railway Chartered,Season 60 · Baron Cardinal of Steinbach meets Canadian Pacific Railway Chartered and resists.,"{""season"": 60, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1881, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:25
569,,societal,confederation,National Policy,Season 60 · Viscount Hendrie of Brampton meets National Policy and stands aside.,"{""season"": 60, ""response"": ""Neutral"", ""roll"": 0, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:25
570,,expansion,confederation,Viscount Bhullar of Nanaimo takes North Island—Powell River,Season 60 · Viscount Bhullar of Nanaimo takes North Island—Powell River.,"{""season"": 60, ""riding"": ""North Island\u2014Powell River"", ""roll"": 10}",engine,2026-09-08 13:29:25
571,,societal,confederation,Long Depression Reaches Canada,Season 60 · Baron Cousineau de Wiarton meets Long Depression Reaches Canada and resists.,"{""season"": 60, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1874, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:25
572,,succession,confederation,Baron Cousineau de Wiarton extinct,Season 60 · Baron Cousineau de Wiarton fails; its ridings return to the Crown.,"{""season"": 60, ""nature"": ""extinction"", ""reason"": ""no successor""}",engine,2026-09-08 13:29:25
573,,societal,confederation,Pacific Scandal,Season 60 · Baron Pegahmagabow of Wawa meets Pacific Scandal and leads.,"{""season"": 60, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1873, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:25
574,,societal,confederation,British Columbia Joins; Treaty 1 Signed,Season 60 · Baron Byrne of Cooksville meets British Columbia Joins; Treaty 1 Signed and leads.,"{""season"": 60, ""response"": ""Lead"", ""roll"": 7, ""personal_year"": 1871, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:25
575,,societal,confederation,Confederation Extension (Manitoba Act),Season 60 · Baron Meagher of Windsor meets Confederation Extension (Manitoba Act) and resists.,"{""season"": 60, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:25
576,,societal,confederation,Red River Resistance,Season 60 · Viscount Marchand de Lac-Saint-Louis meets Red River Resistance and exploits.,"{""season"": 60, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:25
577,,other,confederation,Viscount Wallace of Perth names an heir,Season 61 · Viscount Wallace of Perth names Frederick Wallace second heir.,"{""season"": 61, ""heir_age"": 29, ""role"": ""heir2""}",engine,2026-09-08 13:29:25
